,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Per of Cases,Per of Deaths
2280,0.017,0.07,0.069,0.172,0.673,0.845,0.156,0.004075678061559,0.000131843312821
2281,0.035,0.008,0.049,0.072,0.836,0.908,0.092,0.002127341942226,0.000298574307681
2282,0.018,0.024,0.091,0.174,0.693,0.867,0.133,0.005090656440816,0.000193738893417
2283,0.007,0.003,0.02,0.143,0.827,0.97,0.03,0.006270756409992,0.000309412322861
2284,0.016,0.003,0.05,0.123,0.807,0.93,0.069,0.008649234290166,0.000620845811117
2285,0.004,0.006,0.046,0.129,0.815,0.944,0.056,0.004629516824639,7.30976340732438E-05
2286,0.022,0.014,0.05,0.159,0.754,0.913,0.086,0.022770846930263,0.001264612297729
2287,0.012,0.022,0.034,0.126,0.807,0.933,0.068,0.004698312589089,0.000509647467291
2288,0.117,0.102,0.243,0.166,0.371,0.537,0.462,0.011742161699352,0.000285399763526
2289,0.1,0.086,0.116,0.193,0.505,0.698,0.302,0.009000889554754,0.00015216068168
2290,0.172,0.211,0.012,0.22,0.384,0.604,0.395,0.020603130755065,0.000345303867403
2291,0.069,0.065,0.138,0.26,0.468,0.728,0.272,0.010164989780705,0.000227095449205
2292,0.167,0.031,0.053,0.235,0.515,0.75,0.251,0.03085454286933,0.001137494667994
2293,0.169,0.067,0.035,0.281,0.447,0.728,0.271,0.015719352055976,0.000191699415317
2294,0.038,0.027,0.055,0.147,0.733,0.88,0.12,0.018618377905706,0.000249841246708
2295,0.05,0.074,0.107,0.171,0.597,0.768,0.231,0.016752447270159,0.00025448976995
2296,0.06,0.047,0.129,0.173,0.592,0.765,0.236,0.02123273551845,0.000618429189858
2297,0.036,0.059,0.062,0.186,0.657,0.843,0.157,0.027882432439002,0.000401063669465
2298,0.088,0.083,0.121,0.179,0.528,0.707,0.292,0.009546247818499,0.00043630017452
2299,0.151,0.065,0.055,0.23,0.5,0.73,0.271,0.017057437042551,0.000341148740851
2300,0.117,0.079,0.148,0.129,0.526,0.655,0.344,0.015049288061336,0.000416210295728
2301,0.083,0.147,0.128,0.157,0.486,0.643,0.358,0.023025633427174,0.00148170099274
2302,0.088,0.077,0.094,0.1,0.641,0.741,0.259,0.019959126257399,0.000822783130292
2303,0.153,0.083,0.114,0.103,0.548,0.651,0.35,0.015896604521301,0.000495361613978
2304,0.156,0.056,0.188,0.17,0.43,0.6,0.4,0.018110830407822,0.000754617933659
2305,0.071,0.071,0.123,0.16,0.576,0.736,0.265,0.016854105117039,0.000239544496926
2306,0.099,0.084,0.083,0.165,0.569,0.734,0.266,0.010161408657374,0.0002201027146
2307,0.046,0.032,0.046,0.31,0.566,0.876,0.124,0.023761578735401,0.001029220924509
2308,0.114,0.08,0.133,0.109,0.564,0.673,0.327,0.021244748468831,0.000694178302589
2309,0.04,0.014,0.079,0.191,0.675,0.866,0.133,0.020341416719847,0.000303126994257
2310,0.049,0.079,0.153,0.206,0.513,0.719,0.281,0.019366163555169,0.000357182422805
2311,0.074,0.087,0.226,0.151,0.463,0.614,0.387,0.017469037296465,0.000211831495107
2312,0.13,0.156,0.025,0.148,0.542,0.69,0.311,0.017948184372074,0.000364166059723
2313,0.086,0.052,0.081,0.19,0.591,0.781,0.219,0.022734910938458,0.000364323417523
2314,0.129,0.055,0.056,0.201,0.559,0.76,0.24,0.016626209556745,0.000432281448475
2315,0.062,0.019,0.114,0.189,0.616,0.805,0.195,0.019038030983757,0.000345599615333
2316,0.067,0.068,0.048,0.224,0.594,0.818,0.183,0.010600742766192,0.000214259478431
2317,0.09,0.102,0.164,0.214,0.43,0.644,0.356,0.017868519698339,0.000503755945061
2318,0.123,0.06,0.154,0.157,0.506,0.663,0.337,0.030484906108866,0.001604468742572
2319,0.044,0.038,0.129,0.214,0.576,0.79,0.211,0.015330543933054,0.000338075313808
2320,0.072,0.115,0.106,0.202,0.505,0.707,0.293,0.010884497516644,0.000211349466343
2321,0.28,0.036,0.182,0.127,0.376,0.503,0.498,0.016733535570995,0.000391427732655
2322,0.155,0.027,0.153,0.149,0.515,0.664,0.335,0.016425453710085,0.000153151083544
2323,0.078,0.128,0.062,0.202,0.529,0.731,0.268,0.019771071800208,0.000208116545265
2324,0.142,0.061,0.103,0.221,0.472,0.693,0.306,0.009277650667538,8.79993965755663E-05
2325,0.135,0.056,0.111,0.169,0.529,0.698,0.302,0.024972439802727,0.000661444734552
2326,0.066,0.059,0.146,0.236,0.493,0.729,0.271,0.013461114088459,0.000181267929763
2327,0.03,0.016,0.099,0.235,0.62,0.855,0.145,0.018919614488201,0.000319896863327
2328,0.053,0.095,0.117,0.206,0.529,0.735,0.265,0.01992868656279,0.000341913740048
2329,0.06,0.091,0.126,0.227,0.496,0.723,0.277,0.011570273777694,0.000256422283722
2330,0.128,0.054,0.154,0.182,0.483,0.665,0.336,0.021448449695936,0.000421660216827
2331,0.14,0.02,0.074,0.305,0.462,0.767,0.234,0.012154048909064,7.32171621027969E-05
2332,0.034,0.057,0.12,0.158,0.631,0.789,0.211,0.029669388830348,0.000889093782929
2333,0.057,0.074,0.062,0.204,0.602,0.806,0.193,0.011153858473409,9.96515753846373E-05
2334,0.239,0.073,0.236,0.15,0.302,0.452,0.548,0.013449654671029,0
2335,0.234,0.104,0.147,0.173,0.342,0.515,0.485,0.031810545710725,0.000487725573078
2336,0.147,0.052,0.117,0.327,0.356,0.683,0.316,0.00148588410104,0
2337,0.108,0.205,0.198,0.193,0.295,0.488,0.511,0.001883784958702,0
2338,0.04,0.124,0.263,0.229,0.345,0.574,0.427,0.003364027710466,2.8508709410725E-05
2339,0.256,0.098,0.142,0.166,0.338,0.504,0.496,0.010453410231983,7.72419475269703E-05
2340,0.163,0.075,0.168,0.264,0.33,0.594,0.406,0.007551444213706,0
2341,0.161,0.059,0.157,0.253,0.371,0.624,0.377,0.054536187563711,0.001529051987768
2342,0.12,0.085,0.153,0.204,0.438,0.642,0.358,0.00095886470419,9.58864704190239E-05
2343,0.155,0.167,0.122,0.277,0.278,0.555,0.444,0.001453488372093,0
2344,0.117,0.149,0.254,0.192,0.288,0.48,0.52,0.010654326302196,0
2345,0.211,0.147,0.172,0.125,0.345,0.47,0.53,0.004282655246253,0
2346,0.091,0.178,0.116,0.243,0.373,0.616,0.385,0.008102345415778,0
2347,0.185,0.144,0.25,0.117,0.305,0.422,0.579,0.004212931557714,0
2348,0.144,0.19,0.134,0.285,0.247,0.532,0.468,0.006852667645619,0
2349,0.132,0.088,0.156,0.229,0.396,0.625,0.376,0.002117699509585,0
2350,0.249,0.074,0.303,0.107,0.267,0.374,0.626,0.004399494310999,5.05689001264223E-05
2351,0.256,0.14,0.175,0.118,0.311,0.429,0.571,0.003871681415929,0
2352,0.136,0.111,0.275,0.169,0.309,0.478,0.522,0.001838657779821,0
2353,0.069,0.057,0.141,0.237,0.497,0.734,0.267,0.010013577732519,0
2354,0.189,0.108,0.269,0.146,0.289,0.435,0.566,0.005477576172544,0
2355,0.217,0.088,0.15,0.197,0.348,0.545,0.455,0.003395142334813,0
2356,0.141,0.093,0.152,0.25,0.364,0.614,0.386,0.002234470430508,0
2357,0.205,0.079,0.146,0.198,0.372,0.57,0.43,0.011309264897782,0.000434971726838
2358,0.259,0.129,0.232,0.12,0.26,0.38,0.62,0.002694271128758,0
2359,0.113,0.118,0.206,0.264,0.299,0.563,0.437,0.001672640382318,0
2360,0.117,0.051,0.151,0.241,0.44,0.681,0.319,0.001053185887309,0
2361,0.119,0.143,0.256,0.137,0.345,0.482,0.518,0.002271252433485,0
2362,0.182,0.071,0.147,0.225,0.376,0.601,0.4,0.00219366969602,0
2363,0.185,0.107,0.269,0.148,0.29,0.438,0.561,0.005792064871127,0
2364,0.091,0.027,0.109,0.251,0.523,0.774,0.227,0.004735821065845,0.000114116170261
2365,0.129,0.163,0.199,0.188,0.321,0.509,0.491,0.003566040323687,0
2366,0.142,0.053,0.142,0.234,0.43,0.664,0.337,0.002305918524212,0
2367,0.129,0.052,0.136,0.281,0.401,0.682,0.317,0.002392344497608,0.000299043062201
2368,0.233,0.073,0.185,0.184,0.326,0.51,0.491,0.019374068554397,0.000496770988574
2369,0.115,0.03,0.101,0.293,0.462,0.755,0.246,0.002214839424142,0
2370,0.128,0.13,0.217,0.184,0.341,0.525,0.475,0.00242964162786,0
2371,0.11,0.144,0.183,0.237,0.326,0.563,0.437,0.006173321872314,0.000156286629679
2372,0.124,0.089,0.154,0.205,0.428,0.633,0.367,0.001044729917969,0
2373,0.078,0.181,0.106,0.25,0.385,0.635,0.365,0.009177463682764,3.27182305980893E-05
2374,0.13,0.046,0.119,0.287,0.419,0.706,0.295,0.023274266067178,0.000528960592436
2375,0.113,0.154,0.144,0.238,0.35,0.588,0.411,0.004296455424275,0.000179018976011
2376,0.204,0.091,0.161,0.22,0.323,0.543,0.456,0.002522068095839,0
2377,0.196,0.146,0.183,0.161,0.313,0.474,0.525,0.0016210739615,0
2378,0.123,0.078,0.161,0.214,0.425,0.639,0.362,0.002506000282366,3.52957786248765E-05
2379,0.136,0.028,0.091,0.34,0.405,0.745,0.255,0.011644832605531,0
2380,0.16,0.123,0.216,0.218,0.284,0.502,0.499,0.006317689530686,0
2381,0.087,0.187,0.106,0.251,0.369,0.62,0.38,0.021689604109064,0.000326198390755
2382,0.078,0.183,0.165,0.245,0.329,0.574,0.426,0.00456204379562,0
2383,0.15,0.075,0.139,0.281,0.355,0.636,0.364,0.010298370600268,7.05367849333427E-05
2384,0.127,0.078,0.159,0.222,0.414,0.636,0.364,0.007189628653043,0.000246099758295
2385,0.132,0.081,0.185,0.243,0.36,0.603,0.398,0.002094240837696,0
2386,0.131,0.067,0.147,0.225,0.431,0.656,0.345,0.000464468183929,0
2387,0.241,0.175,0.164,0.094,0.326,0.42,0.58,0.006734654608428,9.62093515489705E-05
2388,0.252,0.095,0.222,0.155,0.276,0.431,0.569,0.005546075085324,0
2389,0.232,0.103,0.132,0.173,0.36,0.533,0.467,0.002979924717691,0
2390,0.08,0.024,0.104,0.245,0.546,0.791,0.208,0.004519044544868,0
2391,0.084,0.031,0.128,0.228,0.528,0.756,0.243,0.000718907260963,0
2392,0.147,0.031,0.097,0.368,0.357,0.725,0.275,0.00648521175199,0.000393043136484
2393,0.142,0.066,0.138,0.311,0.343,0.654,0.346,0.003675794890645,0
2394,0.084,0.176,0.115,0.251,0.375,0.626,0.375,0.005248091603053,0
2395,0.082,0.177,0.12,0.204,0.418,0.622,0.379,0.012239517951293,0.000251067034898
2396,0.14,0.144,0.132,0.265,0.318,0.583,0.416,0.003311867525299,0
2397,0.109,0.205,0.167,0.26,0.259,0.519,0.481,0.004427106162882,8.76654685719295E-05
2398,0.105,0.053,0.172,0.235,0.434,0.669,0.33,0.002902757619739,0
2399,0.088,0.105,0.112,0.215,0.48,0.695,0.305,0.007573592454987,6.49536231130973E-05
2400,0.164,0.093,0.246,0.248,0.249,0.497,0.503,0.017118258805544,0.000201154627562
2401,0.169,0.109,0.206,0.21,0.306,0.516,0.484,0.005631188118812,6.18811881188119E-05
2402,0.082,0.122,0.131,0.251,0.415,0.666,0.335,0.043879447689857,6.63834306956983E-05
2403,0.069,0.089,0.097,0.183,0.562,0.745,0.255,0.008182555902861,5.25967780716518E-05
2404,0.121,0.098,0.126,0.282,0.373,0.655,0.345,0.015548977892887,9.24983812783276E-05
2405,0.059,0.075,0.204,0.109,0.554,0.663,0.338,0.005095125746699,2.5099141609357E-05
2406,0.209,0.089,0.238,0.182,0.282,0.464,0.536,0.007834854884862,0
2407,0.179,0.088,0.163,0.234,0.337,0.571,0.43,0.007779018259085,0.000108041920265
2408,0.115,0.031,0.151,0.215,0.487,0.702,0.297,0.007217463779681,8.86666312000142E-05
2409,0.018,0.067,0.155,0.28,0.48,0.76,0.24,0.013106449947132,0.000122949811887
2410,0.108,0.068,0.122,0.362,0.34,0.702,0.298,0.01098456379719,5.78134936694224E-05
2411,0.163,0.114,0.091,0.236,0.397,0.633,0.368,0.006570918989956,0
2412,0.099,0.105,0.264,0.126,0.406,0.532,0.468,0.00801050558109,0
2413,0.197,0.118,0.082,0.171,0.431,0.602,0.397,0.010693256304855,2.77746917009221E-05
2414,0.165,0.09,0.174,0.208,0.363,0.571,0.429,0.006988676574664,3.53857041755131E-05
2415,0.14,0.078,0.123,0.226,0.432,0.658,0.341,0.015460295151089,0.000210822206606
2416,0.096,0.093,0.201,0.214,0.395,0.609,0.39,0.006179775280899,9.91407799074686E-05
2417,0.02,0.037,0.086,0.181,0.677,0.858,0.143,0.030843744237507,0.000285243407708
2418,0.175,0.171,0.168,0.168,0.318,0.486,0.514,0.01363285604047,8.574123295893E-05
2419,0.157,0.152,0.231,0.132,0.328,0.46,0.54,0.014787701317716,4.88042947779405E-05
2420,0.054,0.076,0.079,0.336,0.455,0.791,0.209,0.010751093645733,1.85363683547119E-05
2421,0.175,0.17,0.12,0.204,0.331,0.535,0.465,0.014370677359455,0.000188379665761
2422,0.022,0.001,0.089,0.205,0.682,0.887,0.112,0.014975810176744,0.000194491041256
2423,0.123,0.122,0.157,0.162,0.437,0.599,0.402,0.003941046266803,0
2424,0.166,0.092,0.13,0.201,0.411,0.612,0.388,0.006420583775588,9.47687642153146E-05
2425,0.182,0.086,0.111,0.26,0.361,0.621,0.379,0.011194105794476,4.07058392526408E-05
2426,0.061,0.068,0.192,0.237,0.441,0.678,0.321,0.011335867499321,0.000305457507467
2427,0.126,0.134,0.129,0.221,0.39,0.611,0.389,0.007032590051458,0
2428,0.125,0.178,0.033,0.254,0.41,0.664,0.336,0.005241135675918,7.23913767392028E-05
2429,0.142,0.165,0.151,0.212,0.33,0.542,0.458,0.007298726446712,0.000148953600953
2430,0.157,0.113,0.121,0.189,0.42,0.609,0.391,0.018603505097484,0.000200203283334
2431,0.116,0.116,0.129,0.229,0.411,0.64,0.361,0.015086839729856,0.000130504290329
2432,0.148,0.243,0.059,0.14,0.41,0.55,0.45,0.010876132930514,0.000151057401813
2433,0.035,0.056,0.215,0.261,0.434,0.695,0.306,0.031417165668663,0.000439121756487
2434,0.142,0.14,0.107,0.241,0.371,0.612,0.389,0.015359426165601,0.000272883205988
2435,0.118,0.146,0.132,0.196,0.407,0.603,0.396,0.005353432183989,7.04398971577501E-05
2436,0.086,0.026,0.169,0.155,0.565,0.72,0.281,0.021151178918169,0.000288950531669
2437,0.127,0.107,0.156,0.282,0.327,0.609,0.39,0.015044279261657,0
2438,0.092,0.09,0.264,0.207,0.347,0.554,0.446,0.006337919307466,0
2439,0.063,0.057,0.082,0.217,0.581,0.798,0.202,0.008658352529987,0
2440,0.108,0.049,0.116,0.337,0.39,0.727,0.273,0.006584562858188,0
2441,0.121,0.095,0.156,0.267,0.36,0.627,0.372,0.005381552039608,0.000161446561188
2442,0.138,0.128,0.249,0.093,0.392,0.485,0.515,0.008908874936365,8.48464279653827E-05
2443,0.151,0.092,0.149,0.176,0.431,0.607,0.392,0.008808147536471,3.67006147352968E-05
2444,0.107,0.079,0.141,0.261,0.412,0.673,0.327,0.007926692152013,0
2445,0.036,0.032,0.144,0.209,0.579,0.788,0.212,0.00858364535958,7.44185255351224E-05
2446,0.133,0.143,0.166,0.201,0.357,0.558,0.442,0.105473204104903,0
2447,0.064,0.094,0.191,0.142,0.508,0.65,0.349,0.016385128545235,0.000234073264932
2448,0.074,0.129,0.156,0.192,0.45,0.642,0.359,0.010375605998822,0.000135924969417
2449,0.098,0.084,0.198,0.236,0.385,0.621,0.38,0.004157156830779,8.15128790348875E-05
2450,0.126,0.187,0.106,0.214,0.367,0.581,0.419,0.007274631903626,2.90985276145027E-05
2451,0.041,0.06,0.107,0.219,0.573,0.792,0.208,0.011892431752608,5.54856846933491E-05
2452,0.077,0.087,0.155,0.298,0.384,0.682,0.319,0.00877421273748,0.000371788675317
2453,0.107,0.105,0.115,0.274,0.4,0.674,0.327,0.012026153965907,0.000194597960613
2454,0.146,0.085,0.215,0.083,0.47,0.553,0.446,0.033899682952606,0.000528412324201
2455,0.1,0.056,0.129,0.334,0.381,0.715,0.285,0.008807560418027,0.000122468974526
2456,0.115,0.122,0.135,0.247,0.381,0.628,0.372,0.006884145708652,0.000138374788114
2457,0.219,0.129,0.139,0.164,0.349,0.513,0.487,0.007592727272727,5.81818181818182E-05
2458,0.119,0.07,0.19,0.156,0.466,0.622,0.379,0.010893585234523,5.1874215402492E-05
2459,0.08,0.118,0.136,0.214,0.453,0.667,0.334,0.007728224118499,0
2460,0.07,0.138,0.165,0.229,0.397,0.626,0.373,0.00756257385326,0.000193361263294
2461,0.083,0.063,0.203,0.228,0.423,0.651,0.349,0.008024192197825,5.2633341786567E-05
2462,0.173,0.101,0.176,0.235,0.316,0.551,0.45,0.006627620221948,0
2463,0.08,0.113,0.077,0.318,0.413,0.731,0.27,0.003550904078867,4.67224220903612E-05
2464,0.117,0.125,0.187,0.246,0.325,0.571,0.429,0.013934617047458,0.000133027370381
2465,0.12,0.131,0.228,0.128,0.393,0.521,0.479,0.006024908951936,4.49620071039971E-05
2466,0.18,0.148,0.137,0.159,0.376,0.535,0.465,0.009039128281327,0
2467,0.105,0.128,0.219,0.133,0.416,0.549,0.452,0.004358161648178,0.000198098256735
2468,0.089,0.069,0.15,0.24,0.452,0.692,0.308,0.00932747148289,5.94106463878327E-05
2469,0.16,0.164,0.207,0.099,0.369,0.468,0.531,0.019228612374603,0.000162003863169
2470,0.096,0.154,0.113,0.154,0.483,0.637,0.363,0.014803871317876,3.01504507492387E-05
2471,0.074,0.142,0.105,0.274,0.405,0.679,0.321,0.006500318459406,1.87329062230714E-05
2472,0.187,0.069,0.081,0.159,0.504,0.663,0.337,0.019731803433919,0.000222800885634
2473,0.081,0.073,0.121,0.215,0.51,0.725,0.275,0.018053779135381,0.000153482703101
2474,0.121,0.144,0.154,0.219,0.362,0.581,0.419,0.004440819285844,0
2475,0.108,0.087,0.177,0.289,0.339,0.628,0.372,0.006255823239718,0
2476,0.039,0.072,0.15,0.183,0.556,0.739,0.261,0.017089058524173,5.08905852417303E-05
2477,0.034,0.025,0.105,0.184,0.653,0.837,0.164,0.022899891801453,0.000303041296846
2478,0.088,0.091,0.202,0.113,0.507,0.62,0.381,0.01785980056556,0.00014883167138
2479,0.071,0.045,0.15,0.214,0.521,0.735,0.266,0.004885162231134,0
2480,0.096,0.091,0.143,0.187,0.483,0.67,0.33,0.004786925000632,5.05216358905701E-05
2481,0.104,0.069,0.14,0.196,0.49,0.686,0.313,0.01639455675622,0.000360722071486
2482,0.081,0.025,0.223,0.138,0.533,0.671,0.329,0.017760028571892,0.000146106267959
2483,0.112,0.063,0.241,0.133,0.452,0.585,0.416,0.139312300602623,0.000531726338178
2484,0.049,0.041,0.108,0.306,0.497,0.803,0.198,0.007604987977409,0
2485,0.086,0.145,0.167,0.181,0.421,0.602,0.398,0.005707991187663,0
2486,0.145,0.147,0.147,0.239,0.323,0.562,0.439,0.005449591280654,0
2487,0.14,0.107,0.189,0.212,0.352,0.564,0.436,0.009521040773312,9.69062674128449E-05
2488,0.061,0.074,0.166,0.218,0.48,0.698,0.301,0.007675362318841,1.54589371980676E-05
2489,0.089,0.215,0.136,0.147,0.414,0.561,0.44,0.01271516823607,5.99772086607089E-05
2490,0.093,0.135,0.228,0.251,0.292,0.543,0.456,0.007531204992799,9.00144023043687E-05
2491,0.185,0.205,0.162,0.115,0.333,0.448,0.552,0.00687511428049,0.000109709270433
2492,0.019,0.073,0.091,0.212,0.604,0.816,0.183,0.013392782242505,9.22772343673976E-05
2493,0.105,0.035,0.099,0.192,0.568,0.76,0.239,0.014109237714041,0.00013825808637
2494,0.172,0.104,0.095,0.088,0.541,0.629,0.371,0.038261020178401,0.000138564129211
2495,0.09,0.044,0.067,0.202,0.597,0.799,0.201,0.013632718524459,0.000320769847634
2496,0.121,0.064,0.079,0.2,0.536,0.736,0.264,0.018993253762325,0.000403621057487
2497,0.006,0.005,0.17,0.074,0.746,0.82,0.181,0.006507868991918,0.000510421097405
2498,0.081,0.053,0.099,0.091,0.676,0.767,0.233,0.002338360809073,0
2499,0.08,0.066,0.116,0.25,0.488,0.738,0.262,0.004239533651298,0
2500,0.001,0.01,0.032,0.156,0.802,0.958,0.043,0.007917424197994,0.000293237933259
2501,0.006,0.024,0.054,0.224,0.692,0.916,0.084,0.007092434736281,9.98934469898775E-05
2502,0.018,0.106,0.06,0.217,0.598,0.815,0.184,0.022571428571429,0.000571428571429
2503,0.073,0.018,0.07,0.09,0.749,0.839,0.161,0.00359120803046,0.000129802699896
2504,0.007,0.02,0.084,0.161,0.729,0.89,0.111,0.014607260800469,0.000202878622229
2505,0.066,0.075,0.134,0.104,0.62,0.724,0.275,0.001994870333428,0
2506,0.001,0.003,0.052,0.19,0.753,0.943,0.056,0.015691693536005,0.000276370336251
2507,0.01,0.035,0.078,0.205,0.672,0.877,0.123,0.009632870793885,8.54173325544742E-05
2508,0.015,0.016,0.057,0.09,0.822,0.912,0.088,0.020557968489993,0.000304958089475
2509,0.005,0.019,0.115,0.074,0.788,0.862,0.139,0.008213896571955,0.00033526108457
2510,0.031,0.154,0.102,0.248,0.465,0.713,0.287,0.006689858175007,0.0001070377308
2511,0.058,0.134,0.114,0.221,0.473,0.694,0.306,0.007592900423615,0.00040752855381
2512,0.021,0.042,0.075,0.17,0.691,0.861,0.138,0.017458264754291,0.00019237757305
2513,0.012,0.038,0.067,0.347,0.537,0.884,0.117,0.017054155341585,0.000196325656273
2514,0.011,0.012,0.077,0.172,0.728,0.9,0.1,0.01966749972835,0.000217320438987
2515,0.105,0.077,0.113,0.187,0.518,0.705,0.295,0.007115135834411,0.000646830530401
2516,0.061,0.004,0.166,0.09,0.678,0.768,0.231,0.011983645848019,0.0001409840688
2517,0.085,0.077,0.066,0.239,0.534,0.773,0.228,0.010247200507078,0.00055461652229
2518,0.02,0.072,0.071,0.281,0.555,0.836,0.163,0.012525077265087,0.000271105568508
2519,0.031,0.039,0.055,0.194,0.682,0.876,0.125,0.011255321358115,0.000145363928979
2520,0.001,0.001,0.063,0.185,0.751,0.936,0.065,0.024505313301576,0.000526749725174
2521,0.019,0.028,0.179,0.071,0.703,0.774,0.226,0.021277595115078,0.000140911225928
2522,0.049,0.06,0.119,0.205,0.567,0.772,0.228,0.002940543641971,0.0002151617299
2523,0.035,0.061,0.034,0.056,0.813,0.869,0.13,0.025926179746339,0.000817651826837
2524,0.017,0.064,0.213,0.235,0.471,0.706,0.294,0.016343363372537,0.000305483427524
2525,0.099,0.064,0.124,0.252,0.462,0.714,0.287,0.002193722578468,0
2526,0.034,0.145,0.17,0.209,0.441,0.65,0.349,0.00509558382735,0.000233131286219
2527,0.057,0.051,0.043,0.296,0.553,0.849,0.151,0.02257636122178,0.000398406374502
2528,0.027,0.094,0.078,0.201,0.6,0.801,0.199,0.020393731322855,0.000136870680019
2529,0.123,0.063,0.148,0.192,0.475,0.667,0.334,0.0148729248186,7.5979181704213E-05
2530,0.147,0.124,0.189,0.206,0.334,0.54,0.46,0.004653709280044,0
2531,0.066,0.049,0.105,0.087,0.693,0.78,0.22,0.003247063317735,9.55018622863146E-05
2532,0.029,0.078,0.068,0.229,0.595,0.824,0.175,0.007360672975815,0
2533,0.039,0.056,0.093,0.241,0.572,0.813,0.188,0.011514614703277,0.000295246530853
2534,0.053,0.048,0.084,0.259,0.556,0.815,0.185,0.001345565749235,0
2535,0.021,0.026,0.054,0.181,0.719,0.9,0.101,0.006185188406637,8.02141621485798E-05
2536,0.239,0.142,0.176,0.16,0.284,0.444,0.557,0.002397260273973,0
2537,0.004,0.044,0.078,0.228,0.645,0.873,0.126,0.011259479830643,9.30535523193598E-05
2538,0.007,0.044,0.063,0.146,0.74,0.886,0.114,0.013808423330282,0.000390502467848
2539,0.045,0.075,0.059,0.2,0.621,0.821,0.179,0.007847451411808,0.0002200220022
2540,0.012,0.029,0.072,0.279,0.607,0.886,0.113,0.00953778429934,0
2541,0.118,0.026,0.056,0.207,0.594,0.801,0.2,0.004847662214897,4.84766221489687E-05
2542,0.015,0.027,0.142,0.194,0.622,0.816,0.184,0.008057826756725,6.58319179470975E-05
2543,0.107,0.106,0.188,0.176,0.423,0.599,0.401,0.010014306151645,0.001430615164521
2544,0.08,0.056,0.096,0.199,0.57,0.769,0.232,0.015634771732333,0.000416927246196
2545,0.026,0.071,0.072,0.225,0.606,0.831,0.169,0.044168591224019,0.000866050808314
2546,0.031,0.071,0.058,0.227,0.613,0.84,0.16,0.009063970716402,0.000174307129162
2547,0.125,0.006,0.039,0.176,0.654,0.83,0.17,0.006909258406264,0.000921234454169
2548,0.119,0.074,0.123,0.289,0.396,0.685,0.316,0.02456429257582,0.000686153423906
2549,0.024,0.019,0.059,0.141,0.757,0.898,0.102,0.019195482023255,0.000258393422768
2550,0.03,0.023,0.074,0.115,0.759,0.874,0.127,0.010763670647392,0.000314267756128
2551,0.063,0.063,0.095,0.284,0.494,0.778,0.221,0.035371508681117,0.001024479672167
2552,0.04,0.074,0.094,0.285,0.507,0.792,0.208,0.002626148940161,0
2553,0.016,0.025,0.046,0.204,0.709,0.913,0.087,0.007770452667754,8.34078180176667E-05
2554,0.003,0.019,0.091,0.061,0.827,0.888,0.113,0.026339285714286,0.000744047619048
2555,0.032,0.071,0.111,0.254,0.532,0.786,0.214,0.001809136137494,0.000452284034374
2556,0.021,0.059,0.097,0.133,0.69,0.823,0.177,0.012248123271434,9.87751876728566E-05
2557,0.139,0.065,0.147,0.21,0.439,0.649,0.351,0.013117754728493,0
2558,0.122,0.003,0.132,0.053,0.691,0.744,0.257,0.013444474321054,0.000268889486421
2559,0.055,0.089,0.104,0.195,0.557,0.752,0.248,0.002777777777778,5.44662309368192E-05
2560,0.085,0.047,0.076,0.204,0.588,0.792,0.208,0.019774640091925,0.000294784716916
2561,0.016,0.047,0.145,0.101,0.691,0.792,0.208,0.012422360248447,0
2562,0.027,0.017,0.044,0.19,0.722,0.912,0.088,0.013374741648902,0.000183956802614
2563,0.007,0.007,0.033,0.075,0.877,0.952,0.047,0.017170337854101,0.000320528860705
2564,0.017,0.096,0.075,0.202,0.609,0.811,0.188,0.010820178931098,0.000117101503583
2565,0.009,0.029,0.061,0.187,0.715,0.902,0.099,0.006359484303636,0.000115626987339
2566,0.117,0.126,0.131,0.226,0.4,0.626,0.374,0.006025792645154,0.000225263276454
2567,0.006,0.05,0.259,0.142,0.543,0.685,0.315,0.011836187169573,0.000512901444015
2568,0.097,0.097,0.109,0.186,0.51,0.696,0.303,0.006266318537859,0.000261096605744
2569,0.049,0.063,0.043,0.216,0.629,0.845,0.155,0.01453081232493,0.000875350140056
2570,0.045,0.101,0.23,0.147,0.477,0.624,0.376,0.001731601731602,0
2571,0.024,0.03,0.057,0.115,0.774,0.889,0.111,0.008859315401977,0.000178640068598
2572,0.013,0.055,0.131,0.327,0.474,0.801,0.199,0.007832167832168,9.32400932400932E-05
2573,0.025,0.121,0.085,0.137,0.632,0.769,0.231,0.006999036364559,0
2574,0.136,0.007,0.038,0.108,0.71,0.818,0.181,0.02339210085689,0.000246232640599
2575,0.121,0.034,0.033,0.176,0.636,0.812,0.188,0.006141820212172,0
2576,0.033,0.037,0.105,0.207,0.617,0.824,0.175,0.025793610199364,0.000283510503041
2577,0.034,0.079,0.067,0.207,0.612,0.819,0.18,0.015572323005298,0.000321078824852
2578,0.095,0.091,0.107,0.114,0.592,0.706,0.293,0.006336149399733,0.000148214021046
2579,0.069,0.054,0.058,0.234,0.586,0.82,0.181,0.004258339247693,0
2580,0.001,0.025,0.16,0.077,0.737,0.814,0.186,0.010054844606947,0.000391747192478
2581,0.001,0.001,0.091,0.078,0.828,0.906,0.093,0.029610788501224,0.000335940874406
